,abstracts_headlines,section_name,cohen_kappa_label,cohen_kappa_label_label2,cohen_kappa_range_none_to_slight,cohen_kappa_range_fair,cohen_kappa_range_moderate,cohen_kappa_range_substantial,cohen_kappa_range_almost_perfect,cohen_kappa_range_nan,cohen_kappa_label_v2
8825,drawing vivid contrast democrats obama administration paul ryan new speaker house vowed pursue legislation frame stark choice voters next year ryan throws republican gauntlet outlining house agenda,0,0.2,0.2,1,0,0,0,0,0,0.2
8826,photos greece india russia united states dec pictures day,0,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
8827,frequently repeated statistic year distorting understanding killings many mass shootings really,1,0.2,0.2,1,0,0,0,0,0,0.2
8828,latest mass shooting wide swath america populace finds engulfed collective fear fear tinged confusion exasperation fear air americans look shoulders,0,0.49,0.5,0,0,1,0,0,0,0.49
8829,new study finds technology increases job growth occupations rather displacing employees changes nature work automation job engine new research says,0,0.2,0.2,1,0,0,0,0,0,0.2
8830,republican led bill ultimately expected pass chambers faces certain veto president obama bill repeal health law passes senate,0,0.2,0.2,1,0,0,0,0,0,0.2
8831,housing food subsidies often stop high school ends hungry homeless college,1,0.5,0.5,0,0,1,0,0,0,0.5
8832,international herald tribune archives gemini spacecraft manned frank f borman james lovell jr blasted orbit dec clips liftoff spacecraft return american space odyssey,0,0.4,0.4,0,1,0,0,0,0,0.4
8833,washington big business interests decisive victory thursday congress voted overwhelmingly reopen bank conservatives assailed form corporate welfare crony capitalism renewal export import bank stings conservative republicans,0,0.2,0.2,1,0,0,0,0,0,0.2
8834,small number house democrats including beyer virginia attend services intended show solidarity american muslims event planned paris attacks shooting san bernardino calif house democrats attend prayer services u mosques,0,0.4,0.4,0,1,0,0,0,0,0.4
8835,videotaped shooting laquan mcdonald chicago police officer prompted readers call change protesters readers police shooting chicago,1,0.2,0.2,1,0,0,0,0,0,0.2
8836,republicans senate finally able join house colleagues voting opposition affordable care act little resolved even catharsis seen senate vote repeal health law,0,0.5,0.5,0,0,1,0,0,0,0.5
8837,federal officials reviewing immigration records tashfeen malik came marry syed rizwan farook killed san bernardino massacre smooth visa process woman attack focus inquiry,0,0.2,0.2,1,0,0,0,0,0,0.2
8838,muslims across united states say experiencing wave death threats assaults vandalism unlike anything experienced since aftermath sept muslims america condemn extremists fear anew lives,0,0.5,0.5,0,0,1,0,0,0,0.5
8839,president obama weekly radio address also said san bernardino assailants may radicalized commit act terror obama calls stronger gun laws california shooting,0,0.2,0.2,1,0,0,0,0,0,0.2
8840,people technology field rethinking techniques encourage users app service stay return habitually put device design,0,0.2,0.2,1,0,0,0,0,0,0.2
8841,b bomber longest serving u military aircraft history although never fought nuclear war designed fought nearly every war evolution b top secret marvel flying fossil,0,0.21000000000000002,0.2,0,1,0,0,0,0,0.21000000000000002
8842,whether governments trusted say question determine whether paris climate change accord teeth trust money core crucial paris talks climate change,0,0.5,0.5,0,0,1,0,0,0,0.5
8843,billion additional cars coming world roads coming decades reducing carbon footprint autos faces uphill journey despite push cleaner cars sheer numbers could work climate benefits,0,0.5,0.5,0,0,1,0,0,0,0.5
8844,international herald tribune archives statue joan arc inaugurated new york joan arc statue unveiled,0,0.2,0.2,1,0,0,0,0,0,0.2
8845,school rock opened broadway sunday also touring production beginning school rock plans second production london,0,0.2,0.2,1,0,0,0,0,0,0.2
8846,senior u official denying syria claim said russian plane may errantly bombed syrian base russia immediate comment syria blames u base bombing americans blame russia,0,0.71,0.7,0,0,0,1,0,0,0.71
8847,new speaker decentralized power open caucus moves republican colleagues applaud hope minimize drama looming budget showdown paul ryan brings sharply different leadership style house,0,0.5,0.5,0,0,1,0,0,0,0.5
8848,international herald tribune archives president roosevelt promises aid greece u pledges support greece,0,0.2,0.2,1,0,0,0,0,0,0.2
8849,prepared every american feel behave like police officer firefight good guys guns keep us safe,1,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
8850,federal government moving open two shelters texas one california month adding least beds handle increased flow senior obama administration officials said u open shelters new surge youths crossing southwest border,0,0.4,0.4,0,1,0,0,0,0,0.4
8851,monday night hillary clinton longtime aide huma abedin sent mass email supporters saying mr trump islamophobia reflect nation values could even threaten national security democrats begin fund raising donald trump proposed ban muslims,0,0.23,0.2,0,1,0,0,0,0,0.23
8852,house set tuesday make second major statement national security changes aftermath recent terrorist attacks tightening aspects program certain conditions met eases entry united states citizens countries house readies bipartisan press tighten visa waiver program,0,0.2,0.2,1,0,0,0,0,0,0.2
8853,outskirts beijing families settled community modeled american frontier town streets names like aspen moose route living frontier dream outskirts china capital,0,0.2,0.2,1,0,0,0,0,0,0.2
8854,international herald tribune archives french musicians launch campaign replace american jazz artists replacing american jazzmen,0,0.2,0.2,1,0,0,0,0,0,0.2
8855,mr trump pointed president franklin roosevelt actions toward japanese german italian immigrants world war ii precedent donald trump deflects withering fire muslim plan,0,0.24000000000000002,0.2,0,1,0,0,0,0,0.24000000000000002
8856,national highway traffic safety administration whose ratings came fire said would add significant measures prevent crashes u regulator bolster safety rating system cars,0,0.5,0.5,0,0,1,0,0,0,0.5
8857,policies often hostile united states successful europe integrating immigrants national fabric immigrants america still welcoming europe,0,0.5,0.5,0,0,1,0,0,0,0.5
8858,planet neediest billionaire aiding enemies playing narrative tell donald trump,1,0.23,0.2,0,1,0,0,0,0,0.23
8859,mr johnson remarks monday stood stark contrast donald trump extremist manifesto jeh johnson much needed message tolerance,1,0.23,0.2,0,1,0,0,0,0,0.23
8860,photos china west bank greece united states dec pictures day,0,0.2,0.2,1,0,0,0,0,0,0.2
8861,middle east analysts say comes islamic state west acting overwhelming firepower alone could guarantee success lessons past hint hurdles fight stop isis,0,0.2,0.2,1,0,0,0,0,0,0.2
8862,supreme court would approve proposal bar muslim immigrants mean americans accept trump anti muslim plan awful constitutional,1,0.73,0.7,0,0,0,1,0,0,0.73
8863,united states expanded sanctions targeting north korea imposing economic penalties six international banking representatives three shipping companies north korea u adds penalties,0,0.2,0.2,1,0,0,0,0,0,0.2
8864,obama administration response reviewing reports launch medium range ballistic missile drew democratic republican criticism u cautious iran missile test claim,0,0.2,0.2,1,0,0,0,0,0,0.2
8865,tuesday mr trump said would exclude foreign muslims returning citizens distinction legal specialists said made far less likely courts would strike plan bar foreign muslims donald trump might survive lawsuit,0,0.43000000000000005,0.4,0,0,1,0,0,0,0.43000000000000005
8866,white house takes challenge islamic state focusing online community sympathizers united states number hundreds fit single profile americans attracted isis find echo chamber social media,0,0.30000000000000004,0.30000000000000004,0,1,0,0,0,0,0.30000000000000004
8867,rate infant deaths fell percent percent united states still one highest rates among richest nations u reports new low deaths infants,0,0.2,0.2,1,0,0,0,0,0,0.2
8868,mr trump proposal stop muslims entering united states panned muslims targets policies united states desire keep certain kinds people country unprecedented american history idea behind donald trump plan bar muslims deep roots,0,0.53,0.5,0,0,1,0,0,0,0.53
8869,u secretary state john kerry expressed hope continued progress china part toward climate change solutions international new york times energy tomorrow conference kerry praises china climate progress,0,0.2,0.2,1,0,0,0,0,0,0.2
8870,ted cruz says liberals push climate change way control people lives many ways republicans controlling ones ted cruz disturbing views climate change things,1,0.5,0.5,0,0,1,0,0,0,0.5
8871,secretary state paris climate talks finds second time year center crucial negotiations international stage kerry familiar spot trying coax deal meeting closing days,0,0.2,0.2,1,0,0,0,0,0,0.2
8872,president obama takes military action syria congress refusing many lawmakers believe obligation debate meaning war vote whether authorize congress want weigh war,0,0.31000000000000005,0.30000000000000004,0,1,0,0,0,0,0.31000000000000005
8873,ayman odeh said hopeful part alliance arab parties known joint list done well march voting arab israeli parliament member sees prospect peace,0,0.2,0.2,1,0,0,0,0,0,0.2
8874,mr trump commands support percent republican primary voters nearly two thirds american voters say concerned frightened prospect trump presidency according latest new york times cbs news nationwide poll donald trump solidifies lead leaves many nervous,0,0.32000000000000006,0.30000000000000004,0,1,0,0,0,0,0.32000000000000006
8875,called gig economy ambiguity status workers demand companies like munchery uber lyft led calls creation new kind employment status middle ground contract worker employee,0,0.2,0.2,1,0,0,0,0,0,0.2
8876,given impasse washington firearms states municipalities wait pass reasonable laws fit circumstances regulate guns local level,1,0.2,0.2,1,0,0,0,0,0,0.2
8877,international herald tribune archives britain bars american food relief nations conquered germany britain bars food relief plan,0,0.2,0.2,1,0,0,0,0,0,0.2
8878,international herald tribune archives doctors monitor vital functions astronauts space gemini stresses medical side,0,0.2,0.2,1,0,0,0,0,0,0.2
8879,photos syria israel england united states dec pictures day,0,0.2,0.2,1,0,0,0,0,0,0.2
8880,new york city muslims respond donald trump call bar followers islam entering united states know know heart,0,0.23,0.2,0,1,0,0,0,0,0.23
8881,mrs clinton tones approach leading g p contender party forced consider roots appeal many hillary clinton donald trump longer laughing matter,0,0.23,0.2,0,1,0,0,0,0,0.23
8882,party unyielding approach treating climate talks waste time even sympathizers shaking heads republicans make presence felt climate talks ignoring,0,0.5,0.5,0,0,1,0,0,0,0.5
8883,would unacceptable even un american speak fight back said representative andr carson donald j trump call bar members faith entering united states donald trump words added sting muslims congress,0,0.23,0.2,0,1,0,0,0,0,0.23
8884,nation needs restoration federal assault weapons ban time minus loopholes gun industry exploited boost sales gunmakers war profiteering home front,1,0.41000000000000003,0.4,0,0,1,0,0,0,0.41000000000000003
8885,representatives agencies gathered searching conversations departments reconsider established tactics amid string fatal confrontations u police leaders visiting scotland get lessons avoiding deadly force,0,0.4,0.4,0,1,0,0,0,0,0.4
